PROCNUM,ADJFACTOR,AGE2,RACE4,INCOME5,IRINSUR4,IRSEX,MALE,YOTMTHLP,WHITE,HISPB,NONE,SMHVST,YOUNG,VEREP,VESTR,adj_wt,rho1,id,one,r,s1,W1,Z_HAT,f_wt4
19,0.0000,3,4,4,1,2,0,4,0,1,0,,0,02,30052,1943.8153808,0.6224593312,409,1,0.9676297223,0,-1943.815381,2.2797087914,0
19,1.3315,3,1,4,1,2,0,4,1,0,0,3,0,02,30014,2128.6833737,0.7502601056,410,1,0.1754185097,1,705.5698976,2.903647003,2834.2532713
19,1.2945,1,1,2,1,2,0,1,1,0,0,1,1,02,30056,1542.8487305,0.8455347349,412,1,0.2232730222,1,454.3217376,2.0369021182,1997.1704681
19,1.3517,6,1,2,1,2,0,3,1,0,0,4,0,01,30016,1755.1993981,0.6899744811,413,1,0.499300468,1,617.23399909,2.7224619973,2372.4333972
19,1.3731,4,1,3,1,2,0,2,1,0,0,5,0,01,30055,3747.0766453,0.6224593312,414,1,0.0313671911,1,1398.0102603,2.5412769917,5145.0869056
19,1.2776,5,1,3,1,2,0,3,1,0,1,0,0,02,30021,313.18918761,0.880797078,415,1,0.7333769224,1,86.926566577,2.7224619973,400.11575419
19,1.3315,4,1,4,1,1,1,3,1,0,0,3,0,02,30042,1099.7890557,0.7502601056,417,1,0.0332783256,1,364.53427552,2.3311441169,1464.3233313
19,1.3517,4,1,1,1,1,1,4,1,0,0,4,0,01,30037,288.46558704,0.6899744811,418,1,0.1650607917,1,101.44190346,2.5123291226,389.90749049
19,1.2945,5,4,4,1,2,0,1,0,1,0,1,0,02,30039,2024.986702,0.8455347349,419,1,0.2338435316,1,596.29661606,1.7361537744,2621.2833181
19,1.3517,3,2,3,1,1,1,3,0,1,0,4,0,01,30043,1221.7028055,0.6899744811,420,1,0.0944112726,1,429.62441144,1.7072059053,1651.3272169
19,0.0000,3,4,4,1,2,0,5,0,1,0,,0,02,30011,149.10937567,0.8021838886,421,1,0.9962926134,0,-149.1093757,2.4608937971,0
19,0.0000,3,3,2,1,2,0,1,0,0,0,,0,01,30009,952.87311782,0.6899744811,423,1,0.8823079257,0,-952.8731178,1.7361537744,0
19,1.2776,6,1,3,1,2,0,3,1,0,1,0,0,02,30046,2660.7832976,0.880797078,424,1,0.245730443,1,738.50811462,2.7224619973,3399.2914122
19,0.0000,4,3,2,1,2,0,4,0,0,0,,0,01,30023,584.51525401,0.6224593312,425,1,0.9962057294,0,-584.515254,2.2797087914,0
19,1.3731,2,4,2,1,1,1,2,0,1,0,5,1,01,30028,401.25426035,0.6224593312,426,1,0.1961053834,1,149.70539065,1.2028310318,550.959651
19,1.2776,5,1,4,1,2,0,2,1,0,1,0,0,02,30030,1403.0932666,0.880797078,427,1,0.1529868269,1,389.43260201,2.5412769917,1792.5258686
19,0.0000,3,1,4,1,2,0,5,1,0,0,,0,01,30017,261.33374724,0.6899744811,428,1,0.9775269665,0,-261.3337472,3.0848320087,0
19,1.3731,4,1,2,1,2,0,4,1,0,0,5,0,02,30053,1010.5256915,0.6224593312,429,1,0.0780537441,1,377.02065335,2.903647003,1387.5463448
19,0.0000,6,1,4,1,2,0,2,1,0,0,,0,02,30007,1122.6302727,0.6899744811,430,1,0.7008034572,0,-1122.630273,2.5412769917,0
19,1.2776,4,3,2,1,1,1,2,0,0,1,0,0,01,30014,311.85403433,0.880797078,431,1,0.2710555318,1,86.555990914,1.5260208996,398.41002524
19,0.0000,3,2,2,1,1,1,4,0,1,1,,0,01,30020,3080.676662,0.880797078,432,1,0.9379691756,0,-3080.676662,1.888390911,0
19,1.3315,1,1,4,1,1,1,4,1,0,0,3,1,01,30017,350.31412885,0.7502601056,433,1,0.5957763608,1,116.11454624,2.1891392548,466.42867509
19,1.3731,4,1,2,1,2,0,4,1,0,0,5,0,01,30028,3052.948407,0.6224593312,434,1,0.6020575881,1,1139.0354672,2.903647003,4191.9838741
19,0.0000,1,1,2,1,2,0,4,1,0,0,,1,01,30058,842.09439105,0.6899744811,435,1,0.8176383864,0,-842.094391,2.5804571352,0
19,1.3731,5,1,4,1,2,0,4,1,0,0,5,0,01,30040,1359.17943,0.6224593312,436,1,0.4982407477,1,507.10112671,2.903647003,1866.2805567
19,0.0000,2,1,2,1,1,1,1,1,0,0,,1,02,30024,1161.0832548,0.7502601056,437,1,0.7924208626,0,-1161.083255,1.6455842377,0
19,0.0000,2,1,2,1,2,0,2,1,0,0,,1,01,30006,632.92801198,0.6224593312,438,1,0.8003307818,0,-632.928012,2.2180871239,0
19,1.2776,2,1,2,1,2,0,2,1,0,1,0,1,01,30007,196.13014987,0.880797078,439,1,0.0655329987,1,54.43649144,2.2180871239,250.56664131
19,1.3517,5,1,4,1,2,0,4,1,0,0,4,0,01,30012,3353.830329,0.6899744811,440,1,0.3670208237,1,1179.4090794,2.903647003,4533.2394084
19,0.0000,4,1,3,1,2,0,3,1,0,0,,0,02,30047,3930.6056879,0.6224593312,441,1,0.7561116795,0,-3930.605688,2.7224619973,0
19,1.2776,2,4,4,1,1,1,1,0,1,1,0,1,01,30049,920.97013674,0.880797078,442,1,0.6127053688,1,255.61793023,1.0216460261,1176.588067
19,0.0000,6,1,2,1,2,0,2,1,0,0,,0,02,30006,2212.7517419,0.8021838886,443,1,0.9166228962,0,-2212.751742,2.5412769917,0
19,1.3731,6,1,2,1,2,0,4,1,0,0,5,0,02,30057,1515.2989021,0.6224593312,444,1,0.0145526002,1,565.34830031,2.903647003,2080.6472024
19,1.2776,4,1,1,1,2,0,5,1,0,1,0,0,01,30056,1656.1888612,0.880797078,445,1,0.3868800264,1,459.6800177,3.0848320087,2115.8688789
19,1.3731,5,1,2,1,2,0,2,1,0,0,5,0,02,30041,1104.5329977,0.6224593312,446,1,0.3645980313,1,412.0941763,2.5412769917,1516.627174
19,0.0000,5,1,1,1,2,0,4,1,0,0,,0,02,30030,1108.7952773,0.6899744811,447,1,0.706846421,0,-1108.795277,2.903647003,0
19,1.3731,4,1,1,1,2,0,2,1,0,0,5,0,02,30013,980.30646284,0.6224593312,448,1,0.2434231789,1,365.746053,2.5412769917,1346.0525158
19,1.3124,4,3,3,1,1,1,1,0,0,0,2,0,02,30055,2654.6163577,0.8021838886,449,1,0.2357004784,1,829.34711576,1.344835894,3483.9634734
19,0.0000,5,1,1,1,1,1,4,1,0,1,,0,01,30040,1758.4926977,0.880797078,450,1,0.9867326566,0,-1758.492698,2.5123291226,0
19,0.0000,4,1,2,1,2,0,4,1,0,0,,0,01,30052,4096.911745,0.8455347349,451,1,0.8832836463,0,-4096.911745,2.903647003,0
19,1.3517,2,3,3,1,2,0,3,0,0,0,4,1,01,30035,199.86679034,0.6899744811,452,1,0.4566317072,1,70.285221395,1.7753339179,270.15201173
19,1.2945,3,1,2,1,2,0,1,1,0,0,1,0,02,30009,506.47606368,0.8455347349,453,1,0.566012997,1,149.14170182,2.360091986,655.6177655
19,0.0000,6,1,4,1,1,1,1,1,0,0,,0,01,30054,1823.2420265,0.6224593312,454,1,0.6569238648,0,-1823.242027,1.9687741055,0
19,1.3731,5,3,4,1,2,0,3,0,0,0,5,0,01,30037,338.55145666,0.6224593312,455,1,0.5481846177,1,126.3113768,2.0985237858,464.86283346
19,1.2776,5,1,1,1,2,0,2,1,0,1,0,0,02,30023,3002.5919103,0.880797078,457,1,0.40944275,1,833.37808557,2.5412769917,3835.9699958
19,1.3315,5,1,3,1,2,0,4,1,0,0,3,0,01,30013,2864.1074682,0.7502601056,458,1,0.5571925773,1,949.33236104,2.903647003,3813.4398292
19,0.0000,5,1,2,1,1,1,3,1,0,0,,0,01,30026,1133.7315548,0.6899744811,459,1,0.8533870936,0,-1133.731555,2.3311441169,0
19,1.3731,6,4,3,1,1,1,4,0,1,0,5,0,01,30007,859.61020758,0.6224593312,460,1,0.3323149045,1,320.71505438,1.888390911,1180.325262
19,1.3731,4,1,4,1,2,0,5,1,0,0,5,0,02,30057,2373.9057449,0.6224593312,461,1,0.552019981,1,885.68900573,3.0848320087,3259.5947506
19,1.3731,1,1,2,1,2,0,2,1,0,0,5,1,01,30015,1613.6581812,0.6224593312,462,1,0.4202738853,1,602.0455164,2.2180871239,2215.7036976
19,0.0000,2,1,1,1,2,0,4,1,0,0,,1,01,30043,1923.0374083,0.6224593312,463,1,0.8530070986,0,-1923.037408,2.5804571352,0
19,0.0000,3,1,2,1,2,0,2,1,0,0,,0,01,30016,1368.1377811,0.6224593312,464,1,0.7715752878,0,-1368.137781,2.5412769917,0
19,1.3731,4,1,4,1,2,0,2,1,0,0,5,0,01,30025,1168.4246403,0.6224593312,465,1,0.1471210556,1,435.93173831,2.5412769917,1604.3563786
19,1.3517,5,3,2,1,1,1,3,0,0,0,4,0,02,30003,248.50806761,0.6899744811,466,1,0.5923028754,1,87.390429002,1.7072059053,335.89849662
19,0.0000,2,1,2,1,2,0,4,1,0,0,,1,02,30035,5231.9387108,0.7502601056,467,1,0.9982245718,0,-5231.938711,2.5804571352,0
19,1.2776,6,1,2,1,2,0,1,1,0,1,0,0,01,30044,269.11275147,0.880797078,468,1,0.6551516683,1,74.693024002,2.360091986,343.80577547
19,0.0000,4,1,2,1,2,0,1,1,0,0,,0,01,30034,1722.6988787,0.7502601056,469,1,0.8435708512,0,-1722.698879,2.360091986,0
19,1.2776,2,4,2,1,2,0,4,0,1,1,0,1,02,30021,2421.9671907,0.880797078,470,1,0.6687002199,1,672.22401212,1.9565189236,3094.1912028
19,1.3517,1,2,2,1,1,1,4,0,1,0,4,1,01,30005,2870.0270974,0.6899744811,471,1,0.0065770573,1,1009.2746754,1.5652010432,3879.3017728
19,1.3731,4,1,2,1,2,0,2,1,0,0,5,0,01,30031,659.17160565,0.6224593312,472,1,0.0865630638,1,245.93269774,2.5412769917,905.10430339
19,1.2776,2,4,4,1,2,0,1,0,1,1,0,1,02,30023,5819.7269618,0.880797078,474,1,0.3407683574,1,1615.2820826,1.4129639066,7435.0090443
19,1.3315,6,1,2,1,2,0,1,1,0,0,3,0,01,30050,1296.971342,0.7502601056,475,1,0.6775956176,1,429.89199253,2.360091986,1726.8633346
19,1.3517,6,1,2,1,2,0,2,1,0,0,4,0,02,30011,455.16782097,0.6899744811,476,1,0.37333116,1,160.06446601,2.5412769917,615.23228698
19,1.3731,3,3,2,1,2,0,3,0,0,0,5,0,02,30035,4617.6479919,0.6224593312,477,1,0.1668946255,1,1722.8148453,2.0985237858,6340.4628372
19,1.2776,4,1,4,1,2,0,5,1,0,1,0,0,01,30024,200.65551155,0.880797078,478,1,0.5090117969,1,55.692518686,3.0848320087,256.34803023
19,1.3315,5,2,1,1,1,1,3,0,1,0,3,0,02,30001,4099.8828916,0.7502601056,479,1,0.6280009624,1,1358.9404548,1.7072059053,5458.8233465
19,1.3517,6,1,4,1,1,1,2,1,0,0,4,0,01,30059,1708.5056005,0.6899744811,480,1,0.2911836502,1,600.81364283,2.1499591112,2309.3192433
19,0.0000,5,1,3,1,2,0,2,1,0,0,,0,02,30031,672.41676444,0.7502601056,481,1,0.9508272167,0,-672.4167644,2.5412769917,0
19,1.3731,4,1,2,1,2,0,4,1,0,0,5,0,01,30009,886.25970639,0.6224593312,482,1,0.162496206,1,330.65781144,2.903647003,1216.9175178
19,1.3315,2,1,4,1,2,0,3,1,0,0,3,1,01,30025,742.88841895,0.7502601056,483,1,0.2670300213,1,246.23657617,2.3992721295,989.12499512
19,0.0000,3,3,2,1,2,0,3,0,0,0,,0,02,30040,1274.0065256,0.6224593312,484,1,0.6813020341,0,-1274.006526,2.0985237858,0
19,1.3731,4,1,2,1,2,0,5,1,0,0,5,0,02,30058,762.25802448,0.6224593312,485,1,0.2139902949,1,284.39357934,3.0848320087,1046.6516038
19,1.3517,3,1,4,1,1,1,1,1,0,0,4,0,02,30059,852.97280108,0.6899744811,486,1,0.2263694812,1,299.95669649,1.9687741055,1152.9294976
19,1.3517,3,1,2,1,2,0,2,1,0,0,4,0,01,30016,220.23247157,0.6899744811,487,1,0.6787764834,1,77.447023572,2.5412769917,297.67949514
19,1.3517,2,3,2,1,1,1,1,0,0,0,4,1,01,30035,370.90253785,0.6899744811,488,1,0.1045172597,1,130.43170876,1.0216460261,501.33424662
19,1.3517,6,1,2,1,2,0,3,1,0,0,4,0,01,30059,1424.6432707,0.6899744811,489,1,0.4400271286,1,500.99052233,2.7224619973,1925.633793
19,0.0000,5,1,4,1,2,0,2,1,0,1,,0,01,30020,1158.9277864,0.880797078,490,1,0.9685807167,0,-1158.927786,2.5412769917,0
19,1.2776,4,1,4,1,1,1,5,1,0,1,0,0,01,30034,2200.0571155,0.880797078,491,1,0.0588247916,1,610.6322277,2.6935141283,2810.6893432
19,1.3517,5,3,2,1,2,0,3,0,0,0,4,0,02,30031,419.86439655,0.6899744811,492,1,0.0523679313,1,147.64965214,2.0985237858,567.51404869
19,1.2776,6,1,2,1,2,0,4,1,0,1,0,0,02,30057,3200.2867152,0.880797078,493,1,0.689289911,1,888.24885154,2.903647003,4088.5355667
19,1.3517,4,1,4,1,2,0,2,1,0,0,4,0,01,30008,1766.5929176,0.6899744811,494,1,0.6178941348,1,621.24064794,2.5412769917,2387.8335656
19,0.0000,4,1,4,1,1,1,4,1,0,1,,0,02,30054,1130.4867626,0.880797078,496,1,0.9900106061,0,-1130.486763,2.5123291226,0
19,0.0000,4,4,4,1,2,0,5,0,1,0,,0,01,30032,1843.2762355,0.6224593312,498,1,0.8544226754,0,-1843.276235,2.4608937971,0
19,1.3124,5,1,2,1,2,0,3,1,0,0,2,0,01,30028,3838.4582603,0.8021838886,499,1,0.6665293661,1,1199.1993788,2.7224619973,5037.6576392
19,0.0000,6,1,4,1,1,1,3,1,0,1,,0,02,30013,1336.7931848,0.880797078,500,1,0.9963129149,0,-1336.793185,2.3311441169,0
19,1.2776,4,1,2,1,2,0,4,1,0,1,0,0,02,30028,1736.6492652,0.880797078,501,1,0.6954644586,1,482.01203601,2.903647003,2218.6613012
19,1.3517,6,1,4,1,1,1,1,1,0,0,4,0,02,30023,412.44299808,0.6899744811,502,1,0.2034666847,1,145.03984071,1.9687741055,557.48283879
19,1.3517,2,2,3,1,1,1,1,0,1,0,4,1,01,30047,4372.3352771,0.6899744811,503,1,0.1364783068,1,1537.5768653,1.0216460261,5909.9121425
19,1.3517,5,1,4,1,2,0,3,1,0,0,4,0,02,30057,1143.873543,0.6899744811,504,1,0.198847863,1,402.25494731,2.7224619973,1546.1284903
19,1.3517,4,1,4,1,2,0,1,1,0,0,4,0,01,30013,507.91916509,0.6899744811,505,1,0.2605740452,1,178.61502108,2.360091986,686.53418617
19,1.2776,5,1,2,1,2,0,2,1,0,1,0,0,02,30053,1116.8623941,0.880797078,506,1,0.5621441061,1,309.9883939,2.5412769917,1426.850788
19,1.3315,5,4,3,1,1,1,5,0,1,0,3,0,02,30002,1684.6682674,0.7502601056,507,1,0.3410655401,1,558.39737916,2.0695759167,2243.0656466
19,0.0000,4,1,3,1,2,0,3,1,0,0,,0,01,30037,4091.7371339,0.6224593312,508,1,0.8648432162,0,-4091.737134,2.7224619973,0
19,1.3124,5,1,2,1,2,0,3,1,0,0,2,0,02,30033,2070.7447765,0.8021838886,509,1,0.1412161226,1,646.93574381,2.7224619973,2717.6805203
19,1.2776,5,1,4,1,2,0,4,1,0,1,0,0,02,30028,5195.861062,0.880797078,510,1,0.0399193177,1,1442.1262942,2.903647003,6637.9873562
19,1.2945,6,1,2,1,2,0,5,1,0,0,1,0,02,30006,2964.1834657,0.8455347349,511,1,0.4274978565,1,872.86132214,3.0848320087,3837.0447879
19,0.0000,5,1,2,1,1,1,1,1,0,0,,0,02,30028,1401.1310776,0.7502601056,512,1,0.7851820713,0,-1401.131078,1.9687741055,0
19,1.3517,1,1,2,1,1,1,1,1,0,0,4,1,01,30047,3230.6820089,0.6899744811,513,1,0.2494086517,1,1136.1027006,1.6455842377,4366.7847095
19,1.3315,5,1,2,1,1,1,3,1,0,0,3,0,01,30034,517.84947922,0.7502601056,514,1,0.5442353224,1,171.64553852,2.3311441169,689.49501775
19,1.3731,5,1,2,1,1,1,3,1,0,0,5,0,02,30013,492.64926783,0.6224593312,515,1,0.1615409572,1,183.80428167,2.3311441169,676.4535495
19,1.3731,6,3,1,2,2,0,2,0,0,0,5,0,02,30007,1655.534162,0.6224593312,516,1,0.5655858449,1,617.66917621,1.9173387801,2273.2033382
19,1.2776,2,4,4,1,1,1,2,0,1,1,0,1,01,30013,98.393860373,0.880797078,517,1,0.1217009365,1,27.309501071,1.2028310318,125.70336144
19,1.2945,4,3,1,1,2,0,5,0,0,0,1,0,02,30019,692.68480255,0.8455347349,518,1,0.2291404196,1,203.97447714,2.4608937971,896.65927969
19,0.0000,3,1,4,1,2,0,4,1,0,0,,0,01,30005,192.82566338,0.6899744811,519,1,0.7738183778,0,-192.8256634,2.903647003,0
19,1.2776,5,4,2,1,2,0,3,0,1,1,0,0,02,30003,340.98116038,0.880797078,520,1,0.6609914171,1,94.640309155,2.0985237858,435.62146954
19,0.0000,1,1,4,1,2,0,5,1,0,0,,1,02,30055,685.65539149,0.6224593312,521,1,0.9655055753,0,-685.6553915,2.7616421409,0
19,1.3124,4,1,1,1,2,0,1,1,0,0,2,0,01,30056,60.28988923,0.8021838886,522,1,0.280832661,1,18.835582625,2.360091986,79.125471855
19,1.2776,5,3,2,2,2,0,2,0,0,1,0,0,01,30032,593.81564761,0.880797078,523,1,0.670531655,1,164.81525374,1.9173387801,758.63090135
19,1.3315,4,1,2,1,2,0,2,1,0,0,3,0,01,30033,722.41809457,0.7502601056,524,1,0.5395481691,1,239.45151604,2.5412769917,961.86961062
19,1.2776,6,2,3,1,2,0,3,0,1,1,0,0,01,30011,2399.1557727,0.880797078,525,1,0.6931784347,1,665.89263694,2.0985237858,3065.0484096
19,1.3517,6,1,4,1,1,1,2,1,0,0,4,0,01,30022,1592.6552024,0.6899744811,526,1,0.1406587279,1,560.07365366,2.1499591112,2152.7288561
19,1.2776,6,1,3,1,1,1,1,1,0,1,0,0,01,30048,1792.2988504,0.880797078,527,1,0.5836925742,1,497.45773964,1.9687741055,2289.7565901
19,1.3315,5,1,1,1,2,0,4,1,0,0,3,0,02,30008,771.04570676,0.7502601056,528,1,0.1152183358,1,255.56954458,2.903647003,1026.6152513
19,1.3315,5,1,2,1,1,1,3,1,0,0,3,0,01,30050,1133.6967948,0.7502601056,530,1,0.6900903446,1,375.77327906,2.3311441169,1509.4700738
19,1.3315,3,2,1,1,2,0,3,0,1,0,3,0,02,30031,1062.6800086,0.7502601056,531,1,0.1084875549,1,352.23417166,2.0985237858,1414.9141803
19,0.0000,6,1,3,1,1,1,2,1,0,0,,0,02,30035,1134.2054885,0.6224593312,532,1,0.9449401875,0,-1134.205488,2.1499591112,0
19,1.3315,6,1,2,1,2,0,2,1,0,0,3,0,02,30028,713.64963951,0.7502601056,533,1,0.0509971674,1,236.54513832,2.5412769917,950.19477783
19,1.2776,2,1,2,1,1,1,4,1,0,1,0,1,01,30028,3650.3897764,0.880797078,534,1,0.66724266,1,1013.1762605,2.1891392548,4663.5660369
19,1.2776,5,1,1,1,2,0,3,1,0,1,0,0,02,30017,1560.8114449,0.880797078,535,1,0.2562529604,1,433.20773943,2.7224619973,1994.0191843
19,0.0000,5,1,2,1,2,0,1,1,0,0,,0,02,30046,422.81752833,0.6899744811,536,1,0.9789455314,0,-422.8175283,2.360091986,0
19,0.0000,4,1,4,1,1,1,1,1,0,0,,0,01,30002,1783.5518875,0.6224593312,537,1,0.8778183706,0,-1783.551887,1.9687741055,0
19,1.2776,6,1,4,1,2,0,5,1,0,1,0,0,01,30002,1812.2624878,0.880797078,538,1,0.6092836496,1,502.99870503,3.0848320087,2315.2611928
19,1.3517,6,3,2,1,2,0,4,0,0,0,4,0,01,30022,1868.8115026,0.6899744811,539,1,0.0467892904,1,657.18686924,2.2797087914,2525.9983718
19,1.2945,1,2,1,2,2,0,1,0,1,0,1,1,01,30010,1003.089851,0.8455347349,540,1,0.7043186695,1,295.37926503,1.4129639066,1298.469116
19,1.3517,6,1,3,1,2,0,3,1,0,0,4,0,02,30021,1830.9839266,0.6899744811,542,1,0.0008451645,1,643.88441137,2.7224619973,2474.8683379
19,1.2776,4,1,2,1,2,0,1,1,0,1,0,0,02,30001,1638.8728647,0.880797078,543,1,0.8100879587,1,454.8739127,2.360091986,2093.7467774
19,0.0000,2,1,2,1,2,0,3,1,0,0,,1,01,30032,1065.461158,0.6899744811,544,1,0.7068663117,0,-1065.461158,2.3992721295,0
19,0.0000,2,4,4,1,2,0,4,0,1,0,,1,01,30023,316.1658368,0.7502601056,545,1,0.9195931288,0,-316.1658368,1.9565189236,0
19,1.3731,2,1,4,1,2,0,2,1,0,0,5,1,01,30032,1852.297025,0.6224593312,546,1,0.5751895158,1,691.08013826,2.2180871239,2543.3771633
19,1.3517,5,1,3,1,1,1,2,1,0,0,4,0,01,30055,2899.946297,0.6899744811,547,1,0.4819672631,1,1019.7960711,2.1499591112,3919.7423681
19,1.2945,4,1,3,1,2,0,2,1,0,0,1,0,02,30037,4019.3253808,0.8455347349,548,1,0.0964209037,1,1183.5683272,2.5412769917,5202.8937079
19,0.0000,3,1,4,1,2,0,4,1,0,0,,0,01,30045,811.31583952,0.6899744811,549,1,0.7107452479,0,-811.3158395,2.903647003,0
19,1.2945,2,1,2,1,2,0,2,1,0,0,1,1,01,30043,598.27476707,0.8455347349,550,1,0.2480076553,1,176.17361078,2.2180871239,774.44837785
19,1.3315,6,3,2,1,2,0,3,0,0,0,3,0,02,30040,122.66204606,0.7502601056,551,1,0.0123049431,1,40.657360481,2.0985237858,163.31940654
19,1.2776,5,3,1,1,2,0,2,0,0,1,0,0,01,30059,191.1120277,0.880797078,552,1,0.76012485,1,53.043697089,1.9173387801,244.15572479
19,1.2776,1,4,1,1,1,1,2,0,1,1,0,1,01,30039,2285.0821004,0.880797078,553,1,0.3612722253,1,634.23115865,1.2028310318,2919.3132591
19,0.0000,6,4,2,1,1,1,3,0,1,0,,0,01,30005,406.58248368,0.6224593312,554,1,0.9474442075,0,-406.5824837,1.7072059053,0
19,1.3517,4,1,2,1,2,0,1,1,0,0,4,0,01,30001,464.01149648,0.6899744811,555,1,0.0461293394,1,163.17443586,2.360091986,627.18593234
19,1.2776,6,1,2,1,1,1,1,1,0,1,0,0,01,30047,2525.8494551,0.880797078,556,1,0.461639452,1,701.05683564,1.9687741055,3226.9062907
19,1.3731,4,1,4,1,2,0,4,1,0,0,5,0,01,30040,1389.1108709,0.6224593312,557,1,0.2900080738,1,518.26835533,2.903647003,1907.3792262
19,1.2776,3,1,2,1,2,0,1,1,0,1,0,0,01,30024,1074.6154239,0.880797078,560,1,0.209471726,1,298.2626249,2.360091986,1372.8780488
19,1.3517,4,1,3,1,2,0,1,1,0,0,4,0,01,30035,255.87863807,0.6899744811,561,1,0.1270847838,1,89.98236624,2.360091986,345.86100431
19,1.3731,4,3,3,1,2,0,2,0,0,0,5,0,01,30017,1783.4522512,0.6224593312,562,1,0.4117539704,1,665.39459475,1.9173387801,2448.8468459
19,1.2776,4,1,1,1,2,0,1,1,0,1,0,0,02,30004,957.06305821,0.880797078,563,1,0.7596910367,1,265.63562517,2.360091986,1222.6986834
19,0.0000,3,1,4,1,2,0,3,1,0,0,,0,02,30038,1893.7352067,0.6224593312,564,1,0.9364879923,0,-1893.735207,2.7224619973,0
19,1.3517,5,1,2,1,1,1,1,1,0,0,4,0,01,30035,176.50608246,0.6899744811,565,1,0.5093226202,1,62.07018716,1.9687741055,238.57626962
19,0.0000,3,3,1,1,2,0,4,0,0,1,,0,02,30001,146.78065487,0.880797078,567,1,0.923806359,0,-146.7806549,2.2797087914,0
19,0.0000,6,3,4,1,2,0,2,0,0,0,,0,01,30023,339.93411952,0.8021838886,568,1,0.8678161809,0,-339.9341195,1.9173387801,0
19,0.0000,3,3,3,1,1,1,1,0,0,0,,0,02,30042,64.08546892,0.6224593312,569,1,0.8772501842,0,-64.08546892,1.344835894,0
19,1.3517,4,1,1,1,2,0,3,1,0,0,4,0,01,30042,577.56728673,0.6899744811,570,1,0.6455012796,1,203.1075025,2.7224619973,780.67478924
19,0.0000,5,1,3,1,2,0,4,1,0,0,,0,01,30009,1641.3284389,0.6899744811,571,1,0.9285245551,0,-1641.328439,2.903647003,0
19,1.3315,5,2,2,1,2,0,3,0,1,0,3,0,02,30024,1456.6879207,0.7502601056,572,1,0.6809333221,1,482.83138757,2.0985237858,1939.5193082
19,1.2945,6,1,4,1,1,1,1,1,0,0,1,0,02,30052,1012.8552577,0.8455347349,573,1,0.2963174671,1,298.25487849,1.9687741055,1311.1101362
19,1.3517,4,1,2,1,2,0,4,1,0,0,4,0,01,30012,2722.2004009,0.6899744811,574,1,0.0710507823,1,957.28989062,2.903647003,3679.4902915
19,1.3731,1,1,2,1,2,0,4,1,0,0,5,1,02,30056,2446.85904,0.6224593312,575,1,0.5937420184,1,912.90741216,2.5804571352,3359.7664521
19,1.3315,4,1,2,1,2,0,1,1,0,0,3,0,02,30048,2190.658385,0.7502601056,576,1,0.4789122057,1,726.11203312,2.360091986,2916.7704181
19,0.0000,3,1,4,1,2,0,4,1,0,0,,0,02,30053,1457.2400302,0.6224593312,577,1,0.7540651992,0,-1457.24003,2.903647003,0
19,1.3315,4,1,3,1,2,0,2,1,0,0,3,0,01,30034,1913.1171244,0.7502601056,578,1,0.2552150042,1,634.11866239,2.5412769917,2547.2357868
19,1.2776,4,1,2,1,2,0,2,1,0,1,0,0,01,30038,1159.5741213,0.880797078,579,1,0.520587547,1,321.84315757,2.5412769917,1481.4172789
19,0.0000,6,1,2,1,2,0,1,1,0,0,,0,02,30028,1342.778977,0.6899744811,580,1,0.9511643317,0,-1342.778977,2.360091986,0
19,1.3517,5,1,4,1,1,1,1,1,0,0,4,0,01,30052,1199.0321078,0.6899744811,582,1,0.6299563267,1,421.65202639,1.9687741055,1620.6841341
19,1.3731,6,1,3,1,1,1,2,1,0,0,5,0,02,30033,319.71019854,0.6224593312,583,1,0.0226369295,1,119.28182426,2.1499591112,438.99202279
19,1.2776,6,1,1,1,2,0,3,1,0,1,0,0,02,30019,1074.9638292,0.880797078,584,1,0.0878711124,1,298.35932581,2.7224619973,1373.323155
19,1.3731,2,1,4,1,2,0,4,1,0,0,5,1,01,30044,2416.7165312,0.6224593312,585,1,0.6039119715,1,901.6614355,2.5804571352,3318.3779667
19,1.3517,6,4,4,1,2,0,2,0,1,0,4,0,02,30055,215.34487614,0.6899744811,586,1,0.4910128999,1,75.728250151,1.9173387801,291.07312629
19,1.3517,4,4,3,1,2,0,2,0,1,0,4,0,01,30025,123.86074246,0.6899744811,587,1,0.0468521212,1,43.556909537,1.9173387801,167.417652
19,1.3315,6,1,3,1,2,0,5,1,0,0,3,0,01,30036,578.45417101,0.7502601056,588,1,0.3339396223,1,191.7334702,3.0848320087,770.18764121
19,1.3517,6,1,4,1,2,0,3,1,0,0,4,0,02,30004,1766.6536995,0.6899744811,589,1,0.131070538,1,621.2620225,2.7224619973,2387.915722
19,1.3517,5,1,1,1,1,1,4,1,0,0,4,0,01,30004,504.05514388,0.6899744811,590,1,0.3040599824,1,177.25619811,2.5123291226,681.31134199
19,0.0000,1,1,3,1,1,1,4,1,0,0,,1,01,30016,166.00243685,0.7502601056,591,1,0.847289673,0,-166.0024368,2.1891392548,0
19,0.0000,4,4,2,1,2,0,4,0,1,0,,0,01,30010,206.8858768,0.6899744811,592,1,0.9122194149,0,-206.8858768,2.2797087914,0
19,1.3517,4,1,2,1,2,0,5,1,0,0,4,0,01,30056,1309.6779604,0.6899744811,593,1,0.2294368587,1,460.56178341,3.0848320087,1770.2397438
