PROCNUM,ADJFACTOR,AGE2,RACE4,INCOME5,IRINSUR4,IRSEX,MALE,YOTMTHLP,WHITE,HISPB,NONE,SMHVST,YOUNG,VEREP,VESTR,adj_wt,p,r
17,1.0445,5,1,1,1,2,0,2,1,0,0,4,0,01,30055,186.77282693,0.6899744811,0
17,1.1380,4,1,4,1,2,0,3,1,0,1,0,0,02,30034,2428.2772851,0.880797078,1
17,1.1332,5,3,2,1,2,0,3,0,0,0,3,0,01,30023,324.7237395,0.7502601056,1
17,1.0408,4,3,3,1,2,0,5,0,0,0,3,0,01,30055,77.272088571,0.7502601056,1
17,1.1039,5,1,4,1,2,0,4,1,0,0,3,0,01,30037,5386.7196446,0.7502601056,1
17,1.0643,5,1,1,1,2,0,3,1,0,1,0,0,02,30030,1093.2583864,0.880797078,1
17,1.0457,3,3,4,1,1,1,4,0,0,0,2,0,01,30052,1652.7392533,0.8021838886,1
17,1.0406,3,4,2,1,1,1,2,0,1,0,4,0,01,30038,76.31719207,0.6899744811,1
17,1.0411,4,2,1,1,2,0,2,0,1,0,5,0,01,30049,495.08371354,0.6224593312,0
17,1.0962,3,1,4,1,2,0,3,1,0,1,0,0,01,30014,1608.7276516,0.880797078,1
17,1.1014,1,1,2,1,2,0,1,1,0,1,0,1,01,30026,566.87802805,0.880797078,1
17,1.0280,5,1,2,1,1,1,5,1,0,0,3,0,01,30014,1232.9777652,0.7502601056,1
17,1.0593,3,1,2,1,2,0,2,1,0,0,4,0,01,30020,1316.843001,0.6899744811,1
17,1.0857,3,4,2,1,2,0,3,0,1,1,0,0,02,30037,156.56298214,0.880797078,1
17,1.0596,3,1,2,1,2,0,4,1,0,1,0,0,01,30013,617.0144447,0.880797078,1
17,1.0642,3,1,3,1,2,0,4,1,0,0,3,0,01,30007,254.68941257,0.7502601056,1
17,1.0653,4,1,4,1,1,1,2,1,0,0,2,0,01,30041,436.83829498,0.8021838886,1
17,1.0089,6,2,1,1,2,0,5,0,1,0,2,0,02,30018,2609.934405,0.8021838886,1
17,1.1166,2,4,3,2,1,1,3,0,1,0,1,1,02,30045,1150.4036543,0.8455347349,1
17,1.0305,6,1,2,2,2,0,3,1,0,0,5,0,01,30031,653.42146678,0.6224593312,0
17,1.0596,3,3,2,1,2,0,4,0,0,0,5,0,02,30001,300.13465136,0.6224593312,1
17,1.0446,6,1,3,1,2,0,2,1,0,0,4,0,02,30027,136.05744562,0.6899744811,0
17,1.0670,6,1,4,1,2,0,3,1,0,0,4,0,02,30043,365.44926389,0.6899744811,0
17,1.3341,2,1,3,1,2,0,3,1,0,0,4,1,02,30014,1790.4914939,0.6899744811,1
17,1.0464,6,1,4,1,2,0,2,1,0,0,3,0,02,30050,2111.5662754,0.7502601056,0
17,1.0959,4,4,4,1,2,0,4,0,1,1,0,0,02,30018,419.64623501,0.880797078,1
17,1.1380,4,1,4,1,2,0,3,1,0,0,3,0,01,30010,495.73369601,0.7502601056,1
17,1.0094,6,1,2,2,2,0,5,1,0,0,5,0,01,30036,1047.723635,0.6224593312,1
17,1.0206,6,1,4,1,2,0,5,1,0,0,3,0,02,30020,2026.0560734,0.7502601056,1
17,1.0145,6,4,2,2,1,1,4,0,1,0,5,0,01,30048,1606.5530771,0.6224593312,0
17,1.0917,4,1,3,1,2,0,2,1,0,0,4,0,02,30047,5445.5456609,0.6899744811,1
17,1.0617,4,1,4,1,2,0,1,1,0,1,0,0,02,30057,1727.7394715,0.880797078,1
17,1.0211,6,4,2,2,2,0,2,0,1,0,5,0,01,30003,437.65796925,0.6224593312,0
17,1.0520,1,2,1,1,1,1,4,0,1,0,3,1,01,30058,431.69389818,0.7502601056,0
17,1.0997,5,4,3,1,2,0,4,0,1,0,3,0,01,30012,381.37742706,0.7502601056,1
17,1.0617,4,2,4,1,2,0,1,0,1,0,1,0,01,30054,1448.5912904,0.8455347349,1
17,1.0596,3,1,2,1,2,0,4,1,0,0,4,0,02,30042,1148.8085304,0.6899744811,1
17,1.0283,6,1,2,1,1,1,2,1,0,1,0,0,02,30034,345.71219054,0.880797078,1
17,1.0411,4,1,1,1,2,0,2,1,0,0,4,0,02,30055,232.68896777,0.6899744811,0
17,1.0161,5,1,4,2,1,1,5,1,0,0,5,0,01,30034,577.54272814,0.6224593312,1
17,1.1034,5,1,4,1,2,0,2,1,0,0,3,0,01,30019,1218.2605309,0.7502601056,1
17,1.0183,6,1,2,1,1,1,1,1,0,1,0,0,02,30024,271.83346852,0.880797078,1
17,1.1549,1,4,2,1,1,1,3,0,1,0,1,1,02,30051,83.607783074,0.8455347349,1
17,1.0535,1,1,4,1,1,1,5,1,0,0,1,1,02,30037,767.23646128,0.8455347349,1
17,1.0205,6,1,4,1,1,1,1,1,0,0,1,0,02,30014,1012.1063202,0.8455347349,1
17,1.1022,2,1,3,1,1,1,1,1,0,1,0,1,01,30017,2297.3473892,0.880797078,1
17,1.0227,5,1,1,2,2,0,2,1,0,0,4,0,01,30027,1353.460019,0.6899744811,1
17,1.0284,6,1,2,1,1,1,4,1,0,0,1,0,01,30017,1061.7544429,0.8455347349,1
17,1.1071,2,3,4,1,2,0,5,0,0,0,2,1,01,30013,371.98239005,0.8021838886,0
17,1.0643,5,2,1,1,2,0,3,0,1,1,0,0,02,30044,163.20711383,0.880797078,1
17,1.0679,5,1,3,1,1,1,2,1,0,0,2,0,02,30042,1938.7665886,0.8021838886,1
17,1.0598,6,1,2,1,2,0,3,1,0,0,4,0,01,30055,334.74752875,0.6899744811,1
17,1.0283,3,2,1,1,1,1,3,0,1,1,0,0,01,30007,1451.8805487,0.880797078,0
17,1.0405,4,4,3,1,1,1,1,0,1,1,0,0,01,30046,5088.2935522,0.880797078,1
17,1.0415,6,1,2,1,2,0,4,1,0,0,4,0,02,30022,737.82334216,0.6899744811,1
17,1.0598,6,1,2,1,2,0,3,1,0,0,5,0,02,30022,567.28379345,0.6224593312,0
17,1.1332,5,1,2,1,2,0,3,1,0,1,0,0,02,30054,1113.6786829,0.880797078,1
17,1.0926,5,3,2,1,2,0,4,0,0,0,5,0,01,30051,232.15020984,0.6224593312,0
17,1.0446,6,1,3,1,2,0,2,1,0,0,4,0,02,30024,849.16915089,0.6899744811,1
17,1.2419,2,1,4,1,2,0,4,1,0,0,3,1,01,30056,3060.3766422,0.7502601056,1
17,1.0582,4,2,2,1,1,1,2,0,1,1,0,0,02,30049,2333.437154,0.880797078,1
17,1.0264,3,1,2,1,2,0,5,1,0,0,5,0,02,30060,1001.3171223,0.6224593312,1
17,1.0955,2,3,2,1,2,0,5,0,0,1,0,1,02,30024,6059.6797591,0.880797078,1
17,1.0962,3,4,4,1,2,0,3,0,1,0,4,0,01,30003,217.93902035,0.6899744811,1
17,1.1064,2,1,4,1,1,1,1,1,0,0,5,1,01,30026,2308.8983869,0.6224593312,1
17,1.0593,3,1,2,1,2,0,2,1,0,1,0,0,01,30016,172.32414776,0.880797078,1
17,1.1435,5,1,3,1,2,0,3,1,0,0,4,0,02,30021,488.45432534,0.6899744811,1
17,1.1077,1,1,2,1,1,1,4,1,0,0,1,1,01,30059,2692.8131908,0.8455347349,1
17,1.2419,2,1,4,1,2,0,4,1,0,0,4,1,02,30015,2531.5534034,0.6899744811,1
17,1.0289,6,4,1,1,2,0,3,0,1,1,0,0,02,30037,277.42179233,0.880797078,1
17,1.0666,3,1,4,1,2,0,2,1,0,0,3,0,02,30031,1635.3231647,0.7502601056,1
17,1.0435,4,2,2,2,2,0,2,0,1,0,5,0,02,30044,781.06458305,0.6224593312,0
17,1.0414,6,1,2,1,2,0,2,1,0,0,1,0,01,30054,835.0463671,0.8455347349,0
17,1.1230,4,1,2,1,2,0,3,1,0,1,0,0,01,30020,1009.1184697,0.880797078,1
17,1.0384,3,3,2,1,2,0,1,0,0,0,2,0,02,30013,5087.6795779,0.8021838886,1
17,1.0305,6,1,3,1,1,1,2,1,0,1,0,0,02,30060,1597.078284,0.880797078,1
17,1.0126,6,1,2,1,1,1,5,1,0,1,0,0,02,30007,178.40864428,0.880797078,1
17,1.0852,4,1,2,1,2,0,2,1,0,1,0,0,02,30009,1748.5940566,0.880797078,1
17,1.0337,1,2,1,1,2,0,5,0,1,0,4,1,01,30035,760.95219135,0.6899744811,1
17,1.0283,6,1,2,1,1,1,2,1,0,0,4,0,01,30045,840.72169357,0.6899744811,0
17,1.0447,5,3,1,1,2,0,4,0,0,0,5,0,01,30059,3104.0455912,0.6224593312,0
17,1.0644,6,1,3,1,2,0,3,1,0,0,5,0,02,30001,1512.6322708,0.6224593312,1
17,1.0460,5,4,4,1,2,0,5,0,1,0,4,0,02,30026,2936.8407266,0.6899744811,1
17,1.0408,4,3,3,1,2,0,5,0,0,1,0,0,02,30011,5.3107581308,0.880797078,1
17,1.0488,2,3,2,2,2,0,5,0,0,0,3,1,02,30011,356.20968883,0.7502601056,1
17,1.2156,2,1,2,1,2,0,4,1,0,0,4,1,01,30023,369.66599663,0.6899744811,1
17,1.0288,5,1,1,1,2,0,1,1,0,1,0,0,01,30032,794.25864606,0.880797078,1
17,1.0210,4,1,1,2,2,0,2,1,0,0,1,0,01,30020,1208.4707078,0.8455347349,0
17,1.0670,6,1,4,1,2,0,3,1,0,1,0,0,01,30015,1645.6455522,0.880797078,1
17,1.0669,5,1,4,1,2,0,1,1,0,1,0,0,01,30038,1662.2843115,0.880797078,1
17,1.0430,3,1,4,1,2,0,1,1,0,0,4,0,02,30020,2267.3524386,0.6899744811,1
17,1.0411,4,4,1,1,2,0,2,0,1,1,0,0,02,30012,204.2563269,0.880797078,1
17,1.0644,6,1,3,1,2,0,3,1,0,0,2,0,02,30006,2149.4432665,0.8021838886,0
17,1.0201,6,4,1,1,2,0,4,0,1,0,2,0,01,30009,789.59764003,0.8021838886,0
17,1.0670,6,4,4,1,2,0,3,0,1,0,2,0,02,30059,1152.5451752,0.8021838886,1
17,1.0288,5,4,1,1,2,0,1,0,1,0,4,0,01,30028,2563.0185302,0.6899744811,1
17,1.2322,2,4,3,1,2,0,4,0,1,0,3,1,02,30020,2269.2759885,0.7502601056,1
17,1.0089,6,4,1,1,2,0,5,0,1,0,5,0,02,30048,2052.4876994,0.6224593312,0
17,1.0288,5,3,1,1,2,0,1,0,0,1,0,0,01,30044,16.151699406,0.880797078,1
17,1.0593,4,1,3,1,2,0,1,1,0,0,3,0,02,30023,4462.8434868,0.7502601056,1
17,1.0596,3,1,2,1,2,0,4,1,0,0,5,0,02,30033,711.60161591,0.6224593312,1
17,1.0201,6,4,1,1,2,0,4,0,1,1,0,0,02,30057,2060.6477433,0.880797078,1
17,1.2156,2,3,2,1,2,0,4,0,0,0,5,1,01,30024,27.527743098,0.6224593312,1
17,1.0455,3,1,4,1,1,1,2,1,0,0,3,0,01,30012,1449.5739995,0.7502601056,1
17,1.1021,5,1,4,1,1,1,3,1,0,0,4,0,02,30058,2452.6998558,0.6899744811,1
17,1.0642,5,4,3,1,2,0,1,0,1,1,0,0,01,30046,29.256862991,0.880797078,1
17,1.2147,2,1,2,1,2,0,2,1,0,0,4,1,02,30050,2200.9755395,0.6899744811,0
17,1.0464,6,3,4,1,2,0,2,0,0,0,5,0,02,30052,355.51894252,0.6224593312,0
17,1.2378,2,1,4,1,1,1,3,1,0,0,5,1,02,30013,317.09568631,0.6224593312,1
17,1.0064,6,1,2,2,1,1,5,1,0,0,4,0,01,30019,1465.0385663,0.6899744811,1
17,1.1332,5,1,2,1,2,0,3,1,0,1,0,0,02,30044,694.66342879,0.880797078,1
17,1.0669,3,4,4,1,2,0,4,0,1,0,5,0,02,30052,1924.531402,0.6224593312,0
17,1.0669,3,1,4,1,2,0,4,1,0,0,3,0,02,30014,2113.5692492,0.7502601056,1
17,1.1014,1,1,2,1,2,0,1,1,0,0,1,1,02,30056,1531.8077103,0.8455347349,1
17,1.0598,6,1,2,1,2,0,3,1,0,0,4,0,01,30016,1722.9274323,0.6899744811,1
17,1.0917,4,1,3,1,2,0,2,1,0,0,5,0,01,30055,3746.9862598,0.6224593312,1
17,1.1435,5,1,3,1,2,0,3,1,0,1,0,0,02,30021,316.58760643,0.880797078,1
17,1.0943,4,1,4,1,1,1,3,1,0,0,3,0,02,30042,1093.0954435,0.7502601056,0
17,1.0282,4,1,1,1,1,1,4,1,0,0,4,0,01,30037,288.86777931,0.6899744811,1
17,1.0669,5,4,4,1,2,0,1,0,1,0,1,0,02,30039,2002.1901657,0.8455347349,1
17,1.0631,3,2,3,1,1,1,3,0,1,0,4,0,01,30043,1223.1463868,0.6899744811,1
17,1.0296,3,4,4,1,2,0,5,0,1,0,2,0,02,30011,148.53594742,0.8021838886,1
17,1.0384,3,3,2,1,2,0,1,0,0,0,4,0,01,30009,968.39148495,0.6899744811,0
17,1.0644,6,1,3,1,2,0,3,1,0,1,0,0,02,30046,2610.6355178,0.880797078,1
17,1.0855,4,3,2,1,2,0,4,0,0,0,5,0,01,30023,593.14200709,0.6224593312,1
17,1.1468,2,4,2,1,1,1,2,0,1,0,5,1,01,30028,393.42141694,0.6224593312,1
17,1.1034,5,1,4,1,2,0,2,1,0,1,0,0,02,30030,1404.5184561,0.880797078,1
17,1.0296,3,1,4,1,2,0,5,1,0,0,4,0,01,30017,261.0703436,0.6899744811,0
17,1.0855,4,1,2,1,2,0,4,1,0,0,5,0,02,30053,1008.336478,0.6224593312,1
17,1.0464,6,1,4,1,2,0,2,1,0,0,4,0,02,30007,1111.2470198,0.6899744811,1
17,1.0582,4,3,2,1,1,1,2,0,0,1,0,0,01,30014,316.35462743,0.880797078,1
17,1.0407,3,2,2,1,1,1,4,0,1,1,0,0,01,30020,3119.6690678,0.880797078,1
17,1.1208,1,1,4,1,1,1,4,1,0,0,3,1,01,30017,350.54679975,0.7502601056,1
17,1.0855,4,1,2,1,2,0,4,1,0,0,5,0,01,30028,3046.3344675,0.6224593312,0
17,1.1575,1,1,2,1,2,0,4,1,0,0,4,1,01,30058,856.58344608,0.6899744811,1
17,1.1039,5,1,4,1,2,0,4,1,0,0,5,0,01,30040,1359.4002862,0.6224593312,0
17,1.0949,2,1,2,1,1,1,1,1,0,0,3,1,02,30024,1116.7093917,0.7502601056,1
17,1.2147,2,1,2,1,2,0,2,1,0,0,5,1,01,30006,643.63458375,0.6224593312,0
17,1.2147,2,1,2,1,2,0,2,1,0,1,0,1,01,30007,199.44787557,0.880797078,1
17,1.1039,5,1,4,1,2,0,4,1,0,0,4,0,01,30012,3354.3753008,0.6899744811,1
17,1.1325,4,1,3,1,2,0,3,1,0,0,5,0,02,30047,3960.3167806,0.6224593312,0
17,1.1064,2,4,4,1,1,1,1,0,1,1,0,1,01,30049,885.40941521,0.880797078,1
17,1.0414,6,1,2,1,2,0,2,1,0,0,2,0,02,30006,2197.4218934,0.8021838886,1
17,1.0415,6,1,2,1,2,0,4,1,0,0,5,0,02,30057,1503.1832604,0.6224593312,1
17,1.0183,4,1,1,1,2,0,5,1,0,1,0,0,01,30056,1671.8789031,0.880797078,1
17,1.0922,5,1,2,1,2,0,2,1,0,0,5,0,02,30041,1103.2613319,0.6224593312,1
17,1.0447,5,1,1,1,2,0,4,1,0,0,4,0,02,30030,1094.4962855,0.6899744811,1
17,1.0411,4,1,1,1,2,0,2,1,0,0,5,0,02,30013,971.70902582,0.6224593312,1
17,1.0405,4,3,3,1,1,1,1,0,0,0,2,0,02,30055,2699.8322719,0.8021838886,1
17,1.0306,5,1,1,1,1,1,4,1,0,1,0,0,01,30040,1753.7374408,0.880797078,1
17,1.0855,4,1,2,1,2,0,4,1,0,0,1,0,01,30052,4088.0361525,0.8455347349,1
17,1.3341,2,3,3,1,2,0,3,0,0,0,4,1,01,30035,219.43462635,0.6899744811,0
17,1.0384,3,1,2,1,2,0,1,1,0,0,1,0,02,30009,506.13934476,0.8455347349,1
17,1.0205,6,1,4,1,1,1,1,1,0,0,5,0,01,30054,1846.8677371,0.6224593312,1
17,1.1494,5,3,4,1,2,0,3,0,0,0,5,0,01,30037,348.70224926,0.6224593312,1
17,1.0445,5,1,1,1,2,0,2,1,0,1,0,0,02,30023,2967.0247321,0.880797078,1
17,1.0997,5,1,3,1,2,0,4,1,0,0,3,0,01,30013,2863.1524111,0.7502601056,0
17,1.0910,5,1,2,1,1,1,3,1,0,0,4,0,01,30026,1125.3521727,0.6899744811,1
17,1.0306,6,4,3,1,1,1,4,0,1,0,5,0,01,30007,857.59172728,0.6224593312,0
17,1.0425,4,1,4,1,2,0,5,1,0,0,5,0,02,30057,2352.5747513,0.6224593312,1
17,1.1569,1,1,2,1,2,0,2,1,0,0,5,1,01,30015,1642.5395083,0.6224593312,1
17,1.1041,2,1,1,1,2,0,4,1,0,0,5,1,01,30043,1836.4839155,0.6224593312,0
17,1.0593,3,1,2,1,2,0,2,1,0,0,5,0,01,30016,1361.478663,0.6224593312,0
17,1.0955,4,1,4,1,2,0,2,1,0,0,5,0,01,30025,1168.6547119,0.6224593312,1
17,1.0910,5,3,2,1,1,1,3,0,0,0,4,0,02,30003,250.85538339,0.6899744811,0
17,1.2156,2,1,2,1,2,0,4,1,0,0,3,1,02,30035,5317.7269929,0.7502601056,1
17,1.0267,6,1,2,1,2,0,1,1,0,1,0,0,01,30044,269.95552914,0.880797078,1
17,1.0550,4,1,2,1,2,0,1,1,0,0,3,0,01,30034,1713.8078799,0.7502601056,1
17,1.2156,2,4,2,1,2,0,4,0,1,1,0,1,02,30021,2454.6875451,0.880797078,1
17,1.1077,1,2,2,1,1,1,4,0,1,0,4,1,01,30005,2897.3363114,0.6899744811,1
17,1.0852,4,1,2,1,2,0,2,1,0,0,5,0,01,30031,658.34616713,0.6224593312,1
17,1.1557,2,4,4,1,2,0,1,0,1,1,0,1,02,30023,5706.0333955,0.880797078,1
17,1.0267,6,1,2,1,2,0,1,1,0,0,3,0,01,30050,1301.033054,0.7502601056,1
17,1.0414,6,1,2,1,2,0,2,1,0,0,4,0,02,30011,452.01443797,0.6899744811,1
17,1.0857,3,3,2,1,2,0,3,0,0,0,5,0,02,30035,4652.0684253,0.6224593312,1
17,1.0425,4,1,4,1,2,0,5,1,0,1,0,0,01,30024,198.85249917,0.880797078,1
17,1.0440,5,2,1,1,1,1,3,0,1,0,3,0,02,30001,4078.8706914,0.7502601056,1
17,1.0317,6,1,4,1,1,1,2,1,0,0,4,0,01,30059,1707.7903887,0.6899744811,0
17,1.0993,5,1,3,1,2,0,2,1,0,0,3,0,02,30031,672.77541531,0.7502601056,0
17,1.0855,4,1,2,1,2,0,4,1,0,0,5,0,01,30009,884.33970406,0.6224593312,1
17,1.3479,2,1,4,1,2,0,3,1,0,0,3,1,01,30025,807.70377434,0.7502601056,1
17,1.0857,3,3,2,1,2,0,3,0,0,0,5,0,02,30040,1283.5031042,0.6224593312,1
17,1.0379,4,1,2,1,2,0,5,1,0,0,5,0,02,30058,758.15766576,0.6224593312,0
17,1.0294,3,1,4,1,1,1,1,1,0,0,4,0,02,30059,858.5555121,0.6899744811,1
17,1.0593,3,1,2,1,2,0,2,1,0,0,4,0,01,30016,219.1605371,0.6899744811,1
17,1.0949,2,3,2,1,1,1,1,0,0,0,4,1,01,30035,362.77832032,0.6899744811,1
17,1.0598,6,1,2,1,2,0,3,1,0,0,4,0,01,30059,1398.4490736,0.6899744811,0
17,1.1034,5,1,4,1,2,0,2,1,0,1,0,0,01,30020,1160.1049652,0.880797078,1
17,1.0290,4,1,4,1,1,1,5,1,0,1,0,0,01,30034,2204.2442295,0.880797078,1
17,1.1332,5,3,2,1,2,0,3,0,0,0,4,0,02,30031,429.80051265,0.6899744811,0
17,1.0415,6,1,2,1,2,0,4,1,0,1,0,0,02,30057,3174.6986764,0.880797078,1
17,1.0955,4,1,4,1,2,0,2,1,0,0,4,0,01,30008,1766.940773,0.6899744811,1
17,1.0656,4,1,4,1,1,1,4,1,0,1,0,0,02,30054,1125.0006503,0.880797078,1
17,1.0425,4,4,4,1,2,0,5,0,1,0,5,0,01,30032,1821.5242531,0.6224593312,1
17,1.1332,5,1,2,1,2,0,3,1,0,0,2,0,01,30028,3863.7586351,0.8021838886,1
17,1.0458,6,1,4,1,1,1,3,1,0,1,0,0,02,30013,1315.6396553,0.880797078,0
17,1.0855,4,1,2,1,2,0,4,1,0,1,0,0,02,30028,1732.8869701,0.880797078,1
17,1.0205,6,1,4,1,1,1,1,1,0,0,4,0,02,30023,417.78746623,0.6899744811,1
17,1.1022,2,2,3,1,1,1,1,0,1,0,4,1,01,30047,4266.1019056,0.6899744811,0
17,1.1494,5,1,4,1,2,0,3,1,0,0,4,0,02,30057,1158.5195406,0.6899744811,1
17,1.0617,4,1,4,1,2,0,1,1,0,0,4,0,01,30013,504.42346455,0.6899744811,0
17,1.0922,5,1,2,1,2,0,2,1,0,1,0,0,02,30053,1115.5765332,0.880797078,1
17,1.0302,5,4,3,1,1,1,5,0,1,0,3,0,02,30002,1679.7219479,0.7502601056,0
17,1.1325,4,1,3,1,2,0,3,1,0,0,5,0,01,30037,4122.6662046,0.6224593312,1
17,1.1332,5,1,2,1,2,0,3,1,0,0,2,0,02,30033,2084.3936468,0.8021838886,1
17,1.1039,5,1,4,1,2,0,4,1,0,1,0,0,02,30028,5196.7053497,0.880797078,1
17,1.0184,6,1,2,1,2,0,5,1,0,0,1,0,02,30006,2997.4427498,0.8455347349,0
17,1.0407,5,1,2,1,1,1,1,1,0,0,3,0,02,30028,1399.3296724,0.7502601056,1
17,1.0693,1,1,2,1,1,1,1,1,0,0,4,1,01,30047,3189.4889844,0.6899744811,0
17,1.0910,5,1,2,1,1,1,3,1,0,0,3,0,01,30034,514.02206643,0.7502601056,0
17,1.0910,5,1,2,1,1,1,3,1,0,0,5,0,02,30013,489.00810918,0.6224593312,1
17,1.0102,6,3,1,2,2,0,2,0,0,0,5,0,02,30007,1730.4217317,0.6224593312,1
17,1.1647,2,4,4,1,1,1,2,0,1,1,0,1,01,30013,97.190562437,0.880797078,1
17,1.0183,4,3,1,1,2,0,5,0,0,0,1,0,02,30019,711.10761817,0.8455347349,1
17,1.0669,3,1,4,1,2,0,4,1,0,0,4,0,01,30005,191.45655836,0.6899744811,1
17,1.1332,5,4,2,1,2,0,3,0,1,1,0,0,02,30003,342.25367847,0.880797078,1
17,1.0783,1,1,4,1,2,0,5,1,0,0,5,1,02,30055,671.88914788,0.6224593312,1
17,1.0266,4,1,1,1,2,0,1,1,0,0,2,0,01,30056,60.371384255,0.8021838886,1
17,1.0471,5,3,2,2,2,0,2,0,0,1,0,0,01,30032,596.42150171,0.880797078,1
17,1.0852,4,1,2,1,2,0,2,1,0,0,3,0,01,30033,721.5134565,0.7502601056,1
17,1.0644,6,2,3,1,2,0,3,0,1,1,0,0,01,30011,2383.5839933,0.880797078,1
17,1.0317,6,1,4,1,1,1,2,1,0,0,4,0,01,30022,1591.9884878,0.6899744811,1
17,1.0197,6,1,3,1,1,1,1,1,0,1,0,0,01,30048,1819.9851912,0.880797078,1
17,1.0447,5,1,1,1,2,0,4,1,0,0,3,0,02,30008,761.10232364,0.7502601056,1
17,1.0910,5,1,2,1,1,1,3,1,0,0,3,0,01,30050,1125.3176696,0.7502601056,0
17,1.0414,3,2,1,1,2,0,3,0,1,0,3,0,02,30031,1057.7069238,0.7502601056,0
17,1.0305,6,1,3,1,1,1,2,1,0,0,5,0,02,30035,1136.0345316,0.6224593312,1
17,1.0414,6,1,2,1,2,0,2,1,0,0,3,0,02,30028,708.70550565,0.7502601056,0
17,1.1474,2,1,2,1,1,1,4,1,0,1,0,1,01,30028,3586.7738599,0.880797078,1
17,1.0643,5,1,1,1,2,0,3,1,0,1,0,0,02,30017,1526.4592161,0.880797078,1
17,1.0596,5,1,2,1,2,0,1,1,0,0,4,0,02,30046,419.76815457,0.6899744811,0
17,1.0422,4,1,4,1,1,1,1,1,0,0,5,0,01,30002,1780.7504418,0.6224593312,1
17,1.0206,6,1,4,1,2,0,5,1,0,1,0,0,01,30002,1821.8699397,0.880797078,1
17,1.0415,6,3,2,1,2,0,4,0,0,0,4,0,01,30022,1885.3146165,0.6899744811,1
17,1.0250,1,2,1,2,2,0,1,0,1,0,1,1,01,30010,1001.3136508,0.8455347349,1
17,1.0644,6,1,3,1,2,0,3,1,0,0,4,0,02,30021,1796.4753746,0.6899744811,0
17,1.0550,4,1,2,1,2,0,1,1,0,1,0,0,02,30001,1630.4144992,0.880797078,1
17,1.3101,2,1,2,1,2,0,3,1,0,0,4,1,01,30032,1135.0596677,0.6899744811,1
17,1.2419,2,4,4,1,2,0,4,0,1,0,3,1,01,30023,324.73278455,0.7502601056,1
17,1.2409,2,1,4,1,2,0,2,1,0,0,5,1,01,30032,1908.7446148,0.6224593312,1
17,1.0679,5,1,3,1,1,1,2,1,0,0,4,0,01,30055,2886.7360793,0.6899744811,1
17,1.0917,4,1,3,1,2,0,2,1,0,0,1,0,02,30037,4019.2284282,0.8455347349,1
17,1.0669,3,1,4,1,2,0,4,1,0,0,4,0,01,30045,805.55531695,0.6899744811,1
17,1.2147,2,1,2,1,2,0,2,1,0,0,1,1,01,30043,608.39514666,0.8455347349,1
17,1.0598,6,3,2,1,2,0,3,0,0,0,3,0,02,30040,122.44905646,0.7502601056,0
17,1.0445,5,3,1,1,2,0,2,0,0,1,0,0,01,30059,192.05145001,0.880797078,1
17,1.0518,1,4,1,1,1,1,2,0,1,1,0,1,01,30039,2234.1174191,0.880797078,1
17,1.0408,6,4,2,1,1,1,3,0,1,0,5,0,01,30005,400.33015756,0.6224593312,0
17,1.0550,4,1,2,1,2,0,1,1,0,0,4,0,01,30001,461.61669277,0.6899744811,1
17,1.0183,6,1,2,1,1,1,1,1,0,1,0,0,01,30047,2573.6800667,0.880797078,1
17,1.0959,4,1,4,1,2,0,4,1,0,0,5,0,01,30040,1388.1626631,0.6224593312,1
17,1.0384,3,1,2,1,2,0,1,1,0,1,0,0,01,30024,1073.9009906,0.880797078,1
17,1.0593,4,1,3,1,2,0,1,1,0,0,4,0,01,30035,254.35606987,0.6899744811,1
17,1.0917,4,3,3,1,2,0,2,0,0,0,5,0,01,30017,1813.6593708,0.6224593312,0
17,1.0266,4,1,1,1,2,0,1,1,0,1,0,0,02,30004,958.3567391,0.880797078,1
17,1.0962,3,1,4,1,2,0,3,1,0,0,5,0,02,30038,1878.8602638,0.6224593312,0
17,1.0407,5,1,2,1,1,1,1,1,0,0,4,0,01,30035,176.27915224,0.6899744811,0
17,1.0288,3,3,1,1,2,0,4,0,0,1,0,0,02,30001,149.04191259,0.880797078,0
17,1.0464,6,3,4,1,2,0,2,0,0,0,2,0,01,30023,342.19474132,0.8021838886,1
17,1.0282,3,3,3,1,1,1,1,0,0,0,5,0,02,30042,65.738038349,0.6224593312,1
17,1.0594,4,1,1,1,2,0,3,1,0,0,4,0,01,30042,565.84049664,0.6899744811,0
17,1.0997,5,1,3,1,2,0,4,1,0,0,4,0,01,30009,1640.7811262,0.6899744811,1
17,1.1332,5,2,2,1,2,0,3,0,1,0,3,0,02,30024,1484.7555661,0.7502601056,1
17,1.0205,6,1,4,1,1,1,1,1,0,0,1,0,02,30052,1025.9799142,0.8455347349,1
17,1.0855,4,1,2,1,2,0,4,1,0,0,4,0,01,30012,2716.3029974,0.6899744811,1
17,1.1575,1,1,2,1,2,0,4,1,0,0,5,1,02,30056,2488.9596354,0.6224593312,0
17,1.0550,4,1,2,1,2,0,1,1,0,0,3,0,02,30048,2179.3522064,0.7502601056,0
17,1.0669,3,1,4,1,2,0,4,1,0,0,5,0,02,30053,1446.8933025,0.6224593312,1
17,1.0917,4,1,3,1,2,0,2,1,0,0,3,0,01,30034,1913.070977,0.7502601056,1
17,1.0852,4,1,2,1,2,0,2,1,0,1,0,0,01,30038,1158.1220607,0.880797078,1
