PROCNUM,ADJFACTOR,AGE2,RACE4,INCOME5,IRINSUR4,IRSEX,MALE,YOTMTHLP,WHITE,HISPB,NONE,SMHVST,YOUNG,VEREP,VESTR,adj_wt,p,r
17,1.0267,6,1,2,1,2,0,1,1,0,0,4,0,02,30028,1346.9841442,0.6899744811,1
17,1.0457,5,1,4,1,1,1,1,1,0,0,4,0,01,30052,1193.532793,0.6899744811,1
17,1.0305,6,1,3,1,1,1,2,1,0,0,5,0,02,30033,320.22576978,0.6224593312,1
17,1.0289,6,1,1,1,2,0,3,1,0,1,0,0,02,30019,1059.7268119,0.880797078,0
17,1.2419,2,1,4,1,2,0,4,1,0,0,5,1,01,30044,2489.2718901,0.6224593312,0
17,1.0464,6,4,4,1,2,0,2,0,1,0,4,0,02,30055,212.55580817,0.6899744811,1
17,1.0917,4,4,3,1,2,0,2,0,1,0,4,0,01,30025,123.50592051,0.6899744811,1
17,1.0198,6,1,3,1,2,0,5,1,0,0,3,0,01,30036,582.94685048,0.7502601056,1
17,1.0670,6,1,4,1,2,0,3,1,0,0,4,0,02,30004,1732.0547763,0.6899744811,0
17,1.0306,5,1,1,1,1,1,4,1,0,0,4,0,01,30004,502.6920949,0.6899744811,0
17,1.1160,1,1,3,1,1,1,4,1,0,0,3,1,01,30016,165.93960887,0.7502601056,1
17,1.0855,4,4,2,1,2,0,4,0,1,0,4,0,01,30010,205.85126371,0.6899744811,0
17,1.0379,4,1,2,1,2,0,5,1,0,0,4,0,01,30056,1302.6329057,0.6899744811,1
17,1.0408,6,4,2,1,1,1,3,0,1,1,0,0,02,30001,4603.2277607,0.880797078,1
17,1.3341,2,1,3,1,2,0,3,1,0,0,5,1,01,30041,494.73942563,0.6224593312,0
17,1.0586,3,2,2,1,1,1,3,0,1,0,4,0,02,30036,585.81894284,0.6899744811,1
17,1.0669,5,4,4,1,2,0,1,0,1,0,4,0,01,30028,285.56634552,0.6899744811,1
17,1.0437,4,4,2,2,2,0,4,0,1,0,5,0,01,30055,40.379665486,0.6224593312,1
17,1.0466,6,1,4,1,2,0,4,1,0,0,1,0,02,30031,1768.8763618,0.8455347349,1
17,1.0266,4,1,1,1,2,0,1,1,0,0,4,0,02,30016,233.88620908,0.6899744811,0
17,1.0304,5,4,1,1,1,1,2,0,1,0,2,0,01,30043,836.74257691,0.8021838886,1
17,1.0959,4,4,4,1,2,0,4,0,1,1,0,0,02,30014,2794.4038688,0.880797078,1
17,1.0415,6,1,2,1,2,0,4,1,0,0,5,0,02,30029,1087.0146271,0.6224593312,1
17,1.0129,6,1,1,1,2,0,1,1,0,1,0,0,02,30013,1085.9063485,0.880797078,1
17,1.0596,5,3,2,1,2,0,1,0,0,0,5,0,01,30004,418.78696681,0.6224593312,1
17,1.0910,5,1,2,1,1,1,3,1,0,0,3,0,01,30044,1299.7932653,0.7502601056,1
17,1.0296,3,1,4,1,2,0,5,1,0,0,5,0,01,30027,932.71277479,0.6224593312,1
17,1.0283,6,1,2,1,1,1,2,1,0,0,5,0,01,30026,233.58307494,0.6224593312,1
17,1.0279,4,1,3,1,1,1,5,1,0,1,0,0,01,30002,5796.8720969,0.880797078,1
17,1.0413,4,1,1,1,2,0,4,1,0,0,4,0,02,30044,708.77089421,0.6899744811,1
17,1.0414,6,1,2,1,2,0,2,1,0,0,1,0,01,30055,850.19702031,0.8455347349,1
17,1.0129,6,4,1,1,2,0,1,0,1,1,0,0,02,30018,1320.2750596,0.880797078,1
17,1.0670,6,1,4,1,2,0,3,1,0,0,4,0,02,30058,2604.9415933,0.6899744811,0
17,1.0200,6,1,1,1,2,0,2,1,0,0,5,0,01,30031,565.31802929,0.6224593312,1
17,1.0200,6,1,1,1,2,0,2,1,0,1,0,0,02,30035,130.9770385,0.880797078,1
17,1.1498,2,1,1,1,2,0,3,1,0,1,0,1,02,30007,1597.0546611,0.880797078,1
17,1.0596,3,4,2,1,2,0,4,0,1,0,4,0,02,30050,50.382118434,0.6899744811,0
17,1.0922,5,1,2,1,2,0,2,1,0,0,5,0,01,30043,88.44341068,0.6224593312,0
17,1.1037,2,2,1,1,2,0,2,0,1,1,0,1,02,30016,5794.1840364,0.880797078,1
17,1.1435,5,2,3,1,2,0,3,0,1,0,5,0,01,30003,1569.6414217,0.6224593312,1
17,1.0598,6,1,2,1,2,0,3,1,0,1,0,0,02,30040,845.38196197,0.880797078,1
17,1.1494,5,1,4,1,2,0,3,1,0,0,4,0,02,30031,1425.1579182,0.6899744811,1
17,1.0406,4,1,1,1,1,1,3,1,0,0,4,0,01,30060,1742.9584374,0.6899744811,1
17,1.0289,6,1,1,1,2,0,3,1,0,1,0,0,01,30028,2474.4317503,0.880797078,1
17,1.0642,5,1,3,1,2,0,1,1,0,0,3,0,02,30045,251.89699023,0.7502601056,1
17,1.0857,3,1,2,1,2,0,3,1,0,0,5,0,02,30057,1093.1809564,0.6224593312,1
17,1.0598,6,4,2,1,2,0,3,0,1,0,3,0,02,30013,32.658981593,0.7502601056,0
17,1.0582,4,4,2,1,1,1,2,0,1,0,4,0,02,30040,1908.4953378,0.6899744811,1
17,1.0457,5,1,4,1,1,1,1,1,0,0,5,0,02,30010,1154.4750964,0.6224593312,0
17,1.0955,2,4,2,1,2,0,5,0,1,1,0,1,01,30037,1252.0019299,0.880797078,1
17,1.1325,4,4,3,1,2,0,3,0,1,0,4,0,02,30026,2010.947802,0.6899744811,0
17,1.0758,1,1,1,1,2,0,2,1,0,1,0,1,01,30021,353.05590898,0.880797078,1
17,1.1039,5,4,4,1,2,0,4,0,1,0,4,0,01,30007,51.689682469,0.6899744811,0
17,1.0596,3,1,2,1,2,0,4,1,0,0,5,0,01,30045,1001.491931,0.6224593312,1
17,1.0550,4,4,2,1,2,0,1,0,1,1,0,0,01,30039,180.58873073,0.880797078,1
17,1.0209,6,1,2,2,1,1,3,1,0,1,0,0,02,30048,1403.3094167,0.880797078,1
17,1.0852,4,2,2,1,2,0,2,0,1,1,0,0,02,30033,2190.6934899,0.880797078,1
17,1.0473,5,1,2,2,2,0,4,1,0,0,5,0,01,30040,1698.8831057,0.6224593312,1
17,1.0289,6,1,1,1,2,0,3,1,0,0,4,0,01,30015,155.58706109,0.6899744811,0
17,1.0959,4,1,4,1,2,0,4,1,0,1,0,0,02,30056,5280.5427706,0.880797078,1
17,1.0198,5,2,1,1,2,0,5,0,1,1,0,0,01,30031,1226.6434614,0.880797078,0
17,1.0447,5,1,1,1,2,0,4,1,0,0,4,0,01,30008,458.23848395,0.6899744811,1
17,1.0135,3,1,2,2,2,0,5,1,0,1,0,0,02,30040,1775.3926297,0.880797078,1
17,1.0959,4,1,4,1,2,0,4,1,0,0,4,0,02,30040,2907.0063479,0.6899744811,1
17,1.0596,3,1,2,1,2,0,4,1,0,0,5,0,02,30001,1998.8775057,0.6224593312,0
17,1.0445,5,2,1,1,2,0,2,0,1,1,0,0,01,30030,1647.1557545,0.880797078,1
17,1.0669,5,1,4,1,2,0,1,1,0,0,4,0,02,30060,1862.3299524,0.6899744811,1
17,1.1549,1,1,2,1,1,1,3,1,0,0,1,1,01,30036,380.42543,0.8455347349,0
17,1.0669,3,1,4,1,2,0,4,1,0,1,0,0,01,30016,1868.4518738,0.880797078,1
17,1.0425,4,1,4,1,2,0,5,1,0,0,3,0,02,30057,1828.6564091,0.7502601056,0
17,1.0206,6,1,4,1,2,0,5,1,0,0,3,0,02,30057,987.9821033,0.7502601056,1
17,1.0442,5,1,3,1,2,0,5,1,0,0,3,0,02,30034,583.77051403,0.7502601056,1
17,1.0415,6,1,2,1,2,0,4,1,0,0,2,0,02,30036,564.75582346,0.8021838886,1
17,1.2120,2,4,2,1,1,1,3,0,1,1,0,1,01,30010,2168.7200426,0.880797078,1
17,1.0206,6,4,4,1,2,0,5,0,1,0,5,0,01,30013,1382.2785878,0.6224593312,1
17,1.0460,5,3,4,1,2,0,5,0,0,0,4,0,02,30001,68.83619642,0.6899744811,0
17,1.0639,3,1,3,1,2,0,2,1,0,1,0,0,02,30032,1365.1840284,0.880797078,1
17,1.0596,3,1,2,1,2,0,4,1,0,1,0,0,01,30007,863.8111426,0.880797078,1
17,1.1230,4,1,2,1,2,0,3,1,0,0,5,0,01,30027,1965.4784197,0.6224593312,1
17,1.0926,5,2,2,1,2,0,4,0,1,0,5,0,01,30054,880.10059806,0.6224593312,0
17,1.0464,6,1,4,1,2,0,2,1,0,1,0,0,02,30036,351.90545172,0.880797078,1
17,1.0156,6,1,3,2,1,1,4,1,0,0,3,0,01,30027,2005.9906996,0.7502601056,1
17,1.0643,5,2,1,1,2,0,3,0,1,0,3,0,02,30018,724.59121885,0.7502601056,0
17,1.2156,2,1,2,1,2,0,4,1,0,0,3,1,02,30001,225.0484949,0.7502601056,1
17,1.2156,2,1,2,1,2,0,4,1,0,0,3,1,02,30050,414.70208754,0.7502601056,0
17,1.0337,1,1,1,1,2,0,5,1,0,1,0,1,01,30014,2778.4247176,0.880797078,0
17,1.0437,4,4,2,2,2,0,4,0,1,1,0,0,01,30035,214.59001439,0.880797078,1
17,1.0596,5,1,2,1,2,0,1,1,0,0,4,0,01,30059,2079.7719051,0.6899744811,1
17,1.2409,2,2,4,1,2,0,2,0,1,1,0,1,02,30012,962.91896276,0.880797078,0
17,1.1034,5,1,4,1,2,0,2,1,0,0,5,0,02,30055,2284.812646,0.6224593312,1
17,1.1380,4,1,4,1,2,0,3,1,0,0,5,0,02,30013,4176.7927995,0.6224593312,0
17,1.0596,3,1,2,1,2,0,4,1,0,0,4,0,01,30025,298.61098014,0.6899744811,0
17,1.0598,6,1,2,1,2,0,3,1,0,0,4,0,02,30056,745.73173978,0.6899744811,1
17,1.0422,4,4,4,1,1,1,1,0,1,1,0,0,02,30001,3977.4205453,0.880797078,1
17,1.0266,4,4,1,1,2,0,1,0,1,0,1,0,01,30032,193.26153022,0.8455347349,1
17,1.0137,6,1,1,1,1,1,2,1,0,1,0,0,01,30009,1700.6897448,0.880797078,1
17,1.3101,2,4,2,1,2,0,3,0,1,0,3,1,02,30046,877.9283324,0.7502601056,1
17,1.1569,1,3,2,1,2,0,2,0,0,0,4,1,01,30003,1171.3791807,0.6899744811,1
17,1.0464,6,1,4,1,2,0,2,1,0,0,4,0,02,30010,1198.2899281,0.6899744811,1
17,1.1647,2,2,4,1,1,1,2,0,1,0,4,1,01,30025,1817.1381464,0.6899744811,1
17,1.0287,3,1,1,1,2,0,2,1,0,0,4,0,02,30019,1384.0859784,0.6899744811,0
17,1.0437,4,1,2,2,2,0,4,1,0,0,3,0,01,30007,950.72327997,0.7502601056,1
17,1.0379,4,1,2,1,2,0,5,1,0,0,5,0,02,30004,1867.2005137,0.6224593312,0
17,1.0287,3,4,1,1,2,0,2,0,1,0,3,0,01,30019,2374.1752685,0.7502601056,1
17,1.0656,4,3,4,1,1,1,4,0,0,0,2,0,01,30020,566.34870694,0.8021838886,0
17,1.0910,5,1,2,1,1,1,3,1,0,0,4,0,01,30030,1100.9787928,0.6899744811,1
17,1.0657,3,1,4,1,1,1,3,1,0,0,5,0,02,30030,439.03548699,0.6224593312,1
17,1.0962,3,1,4,1,2,0,3,1,0,0,3,0,01,30003,5166.0688831,0.7502601056,0
17,1.0464,6,1,4,1,2,0,2,1,0,0,4,0,01,30038,2199.109233,0.6899744811,1
17,1.2409,2,1,4,1,2,0,2,1,0,0,5,1,01,30039,3184.1223184,0.6224593312,1
17,1.0962,3,4,4,1,2,0,3,0,1,0,3,0,02,30053,2498.3588497,0.7502601056,1
17,1.0943,4,1,4,1,1,1,3,1,0,0,3,0,01,30028,4949.4446022,0.7502601056,1
17,1.0910,5,1,2,1,1,1,3,1,0,0,3,0,02,30043,562.64377074,0.7502601056,1
17,1.0514,1,1,3,1,1,1,5,1,0,1,0,1,01,30038,2194.6029591,0.880797078,1
17,1.0185,3,1,1,1,2,0,1,1,0,0,4,0,02,30042,689.81094286,0.6899744811,1
17,1.1494,5,1,4,1,2,0,3,1,0,0,5,0,01,30033,1732.5471389,0.6224593312,1
17,1.2441,1,1,3,1,2,0,3,1,0,1,0,1,02,30029,1602.3572435,0.880797078,1
17,1.0857,3,1,2,1,2,0,3,1,0,0,3,0,02,30033,678.70330187,0.7502601056,0
17,1.2147,2,3,2,1,2,0,2,0,0,0,3,1,02,30004,2017.4106422,0.7502601056,1
17,1.0126,6,3,2,1,1,1,5,0,0,1,0,0,02,30003,241.83356236,0.880797078,1
17,1.1101,2,1,2,2,2,0,4,1,0,0,5,1,01,30056,1006.1289,0.6224593312,1
17,1.0379,4,1,2,1,2,0,5,1,0,0,5,0,01,30007,1407.679919,0.6224593312,0
17,1.1024,2,4,1,1,1,1,3,0,1,0,4,1,02,30052,256.38435806,0.6899744811,1
17,1.0642,5,1,3,1,2,0,1,1,0,1,0,0,01,30042,963.02935927,0.880797078,1
17,1.0466,6,1,4,1,2,0,4,1,0,0,4,0,01,30041,461.99639569,0.6899744811,0
17,1.0997,5,1,3,1,2,0,4,1,0,1,0,0,01,30058,1398.9184098,0.880797078,0
17,1.0653,4,1,4,1,1,1,2,1,0,0,4,0,01,30047,1572.9427766,0.6899744811,0
17,1.0633,5,4,2,1,1,1,4,0,1,0,5,0,02,30009,61.496083457,0.6224593312,0
17,1.0550,1,4,2,2,1,1,4,0,1,0,5,1,01,30003,961.30133684,0.6224593312,1
17,1.0981,5,1,3,1,1,1,3,1,0,0,5,0,01,30012,1883.6000868,0.6224593312,1
17,1.0440,5,2,1,1,1,1,3,0,1,0,4,0,01,30027,1344.0940491,0.6899744811,0
17,1.0460,5,1,4,1,2,0,5,1,0,0,5,0,01,30052,4630.6989956,0.6224593312,1
17,1.3101,2,1,2,1,2,0,3,1,0,0,3,1,01,30024,1200.2173243,0.7502601056,1
17,1.0596,5,1,2,1,2,0,1,1,0,1,0,0,02,30012,3757.3578645,0.880797078,1
17,1.0852,4,4,2,1,2,0,2,0,1,0,2,0,01,30016,258.33796543,0.8021838886,0
17,1.0997,5,4,3,1,2,0,4,0,1,0,3,0,01,30018,849.35102815,0.7502601056,0
17,1.0183,4,1,1,1,2,0,5,1,0,0,4,0,01,30056,1061.0387167,0.6899744811,1
17,1.0642,5,1,3,1,2,0,1,1,0,1,0,0,01,30040,1642.2025384,0.880797078,1
17,1.0642,5,1,3,1,2,0,1,1,0,0,4,0,02,30009,882.84635961,0.6899744811,1
17,1.0267,6,3,2,1,2,0,1,0,0,0,4,0,01,30031,525.37942087,0.6899744811,0
17,1.0669,5,2,4,1,2,0,1,0,1,1,0,0,02,30049,1363.7441212,0.880797078,1
17,1.0669,3,1,4,1,2,0,4,1,0,0,5,0,01,30060,1653.7878505,0.6224593312,1
17,1.0446,6,1,3,1,2,0,2,1,0,0,2,0,01,30007,439.35123578,0.8021838886,1
17,1.0959,4,1,4,1,2,0,4,1,0,0,4,0,01,30045,327.49546249,0.6899744811,1
17,1.1039,5,1,4,1,2,0,4,1,0,0,4,0,02,30042,925.45277149,0.6899744811,0
17,1.0415,6,1,2,1,2,0,4,1,0,0,5,0,01,30043,277.15486801,0.6224593312,1
17,1.0458,6,1,4,1,1,1,3,1,0,0,5,0,01,30044,1637.3186013,0.6224593312,1
17,1.0304,5,2,1,1,1,1,2,0,1,1,0,0,02,30002,829.23363339,0.880797078,1
17,1.1380,4,4,4,1,2,0,3,0,1,0,4,0,01,30035,3644.3415597,0.6899744811,0
17,1.0670,6,2,4,1,2,0,3,0,1,1,0,0,02,30058,1170.2067522,0.880797078,0
17,1.1064,2,1,4,1,1,1,1,1,0,0,4,1,02,30060,1575.5291684,0.6899744811,0
17,1.0642,3,1,3,1,2,0,4,1,0,0,4,0,01,30026,1910.519265,0.6899744811,1
17,1.0617,4,3,4,1,2,0,1,0,0,0,4,0,02,30003,469.11778323,0.6899744811,0
17,1.0414,6,1,2,1,2,0,2,1,0,0,4,0,01,30024,731.24985667,0.6899744811,1
17,1.0425,4,1,4,1,2,0,5,1,0,0,4,0,02,30049,955.97864903,0.6899744811,1
17,1.0801,1,1,2,2,2,0,2,1,0,1,0,1,01,30015,269.7554512,0.880797078,1
17,1.0457,5,1,4,1,1,1,1,1,0,0,5,0,02,30021,926.06590031,0.6224593312,1
17,1.0509,5,1,3,2,2,0,4,1,0,0,4,0,02,30036,2192.1048233,0.6899744811,1
17,1.0461,2,3,1,1,2,0,5,0,0,1,0,1,02,30056,509.57659525,0.880797078,1
17,1.0281,4,1,1,1,1,1,2,1,0,0,5,0,01,30037,436.55590218,0.6224593312,0
17,1.1230,4,1,2,1,2,0,3,1,0,0,4,0,02,30014,584.00039706,0.6899744811,0
17,1.0598,6,3,2,1,2,0,3,0,0,0,5,0,02,30022,1555.5531698,0.6224593312,1
17,1.0598,6,1,2,1,2,0,3,1,0,0,5,0,01,30040,1020.1582957,0.6224593312,1
17,1.0594,4,2,1,1,2,0,3,0,1,0,3,0,02,30016,4936.1206226,0.7502601056,1
17,1.0841,4,1,2,1,1,1,3,1,0,1,0,0,02,30060,1606.8364381,0.880797078,1
17,1.0855,4,1,2,1,2,0,4,1,0,0,5,0,02,30035,5942.792256,0.6224593312,0
17,1.0197,5,3,1,1,1,1,1,0,0,1,0,0,02,30034,344.85249955,0.880797078,1
17,1.0141,6,1,4,1,1,1,5,1,0,0,5,0,02,30043,303.43036243,0.6224593312,1
17,1.0464,6,1,4,1,2,0,2,1,0,0,5,0,01,30055,1551.0089026,0.6224593312,0
17,1.0466,6,1,4,1,2,0,4,1,0,0,5,0,01,30005,1820.6542294,0.6224593312,1
17,1.0922,5,4,2,1,2,0,2,0,1,0,5,0,01,30003,110.49611481,0.6224593312,0
17,1.0670,6,1,4,1,2,0,3,1,0,1,0,0,02,30028,4413.7842471,0.880797078,1
17,1.0155,5,1,1,2,1,1,2,1,0,1,0,0,02,30047,1892.4241393,0.880797078,1
17,1.0906,4,1,3,1,1,1,3,1,0,0,2,0,02,30033,348.05163864,0.8021838886,1
17,1.1468,2,1,2,1,1,1,2,1,0,0,1,1,01,30006,2804.2496603,0.8455347349,1
17,1.0201,6,4,1,1,2,0,4,0,1,0,5,0,01,30040,971.38188499,0.6224593312,0
17,1.0670,6,1,4,1,2,0,3,1,0,0,1,0,02,30002,2964.3662609,0.8455347349,1
17,1.1021,5,1,4,1,1,1,3,1,0,0,3,0,01,30001,506.65557447,0.7502601056,0
17,1.0197,5,2,1,1,1,1,1,0,1,0,5,0,01,30012,203.12442314,0.6224593312,0
17,1.0669,5,1,4,1,2,0,1,1,0,1,0,0,01,30031,1200.7165828,0.880797078,1
17,1.1575,1,1,2,1,2,0,4,1,0,0,4,1,02,30055,2062.1922589,0.6899744811,1
17,1.0693,1,1,2,1,1,1,1,1,0,0,5,1,01,30050,3894.9097487,0.6224593312,1
17,1.0596,5,2,2,1,2,0,1,0,1,0,5,0,02,30047,3423.210042,0.6224593312,0
17,1.0596,3,1,2,1,2,0,4,1,0,0,2,0,01,30013,411.17441801,0.8021838886,1
17,1.0993,5,1,3,1,2,0,2,1,0,0,2,0,01,30052,1000.5862608,0.8021838886,1
17,1.0670,6,1,4,1,2,0,3,1,0,0,4,0,02,30032,870.54445274,0.6899744811,1
17,1.0993,5,1,3,1,2,0,2,1,0,0,4,0,01,30015,208.0451337,0.6899744811,1
17,1.0408,4,3,3,1,2,0,5,0,0,0,4,0,02,30002,2127.0221669,0.6899744811,0
17,1.0302,5,4,3,1,1,1,5,0,1,0,1,0,01,30059,241.57482229,0.8455347349,0
17,1.0447,5,1,1,1,2,0,4,1,0,0,5,0,01,30021,616.28272139,0.6224593312,0
17,1.0666,3,1,4,1,2,0,2,1,0,0,5,0,01,30008,1114.535464,0.6224593312,0
17,1.2378,2,3,4,1,1,1,3,0,0,0,5,1,02,30010,419.47705434,0.6224593312,0
17,1.1039,5,1,4,1,2,0,4,1,0,0,5,0,02,30044,1588.6287527,0.6224593312,1
17,1.2156,2,3,2,1,2,0,4,0,0,0,4,1,02,30021,130.56558883,0.6899744811,1
17,1.0959,4,1,4,1,2,0,4,1,0,0,2,0,02,30023,749.53477153,0.8021838886,1
17,1.1332,5,1,2,1,2,0,3,1,0,0,5,0,01,30020,1809.6807183,0.6224593312,1
17,1.0198,6,1,3,1,2,0,5,1,0,0,4,0,02,30059,2137.5770219,0.6899744811,0
17,1.1549,1,4,2,1,1,1,3,0,1,1,0,1,02,30025,833.94004202,0.880797078,1
17,1.0267,6,2,2,1,2,0,1,0,1,1,0,0,02,30012,2901.5817257,0.880797078,1
17,1.0439,5,1,3,1,1,1,1,1,0,0,4,0,01,30056,2193.9242399,0.6899744811,0
17,1.0200,6,2,1,1,2,0,2,0,1,0,4,0,02,30055,1883.7056629,0.6899744811,0
17,1.0922,5,1,2,1,2,0,2,1,0,1,0,0,01,30016,3231.6475704,0.880797078,1
17,1.1575,1,1,2,1,2,0,4,1,0,1,0,1,02,30011,2807.4030537,0.880797078,1
17,1.0644,6,3,3,1,2,0,3,0,0,1,0,0,01,30001,691.44578725,0.880797078,1
17,1.0319,6,1,4,1,1,1,4,1,0,0,3,0,02,30010,1266.9483153,0.7502601056,1
17,1.0997,5,2,3,1,2,0,4,0,1,0,2,0,01,30022,2736.3506159,0.8021838886,1
17,1.1498,2,4,1,1,2,0,3,0,1,0,4,1,01,30051,2717.316072,0.6899744811,1
17,1.0666,3,1,4,1,2,0,2,1,0,1,0,0,02,30020,1523.4200447,0.880797078,1
17,1.0413,3,1,3,1,2,0,1,1,0,0,4,0,02,30023,329.19954678,0.6899744811,1
17,1.0430,3,1,4,1,2,0,1,1,0,0,4,0,02,30045,1204.4905112,0.6899744811,1
17,1.0430,3,1,4,1,2,0,1,1,0,0,3,0,01,30018,2521.701705,0.7502601056,0
17,1.0917,4,1,3,1,2,0,2,1,0,1,0,0,01,30015,1808.1921351,0.880797078,1
17,1.1230,4,1,2,1,2,0,3,1,0,1,0,0,02,30041,990.75599839,0.880797078,1
17,1.0642,5,1,3,1,2,0,1,1,0,0,3,0,02,30014,357.91239472,0.7502601056,0
17,1.0926,5,4,2,1,2,0,4,0,1,0,4,0,02,30025,438.02262756,0.6899744811,0
17,1.0442,5,1,3,1,2,0,5,1,0,1,0,0,02,30001,1530.0526507,0.880797078,0
17,1.1230,4,1,2,1,2,0,3,1,0,1,0,0,02,30003,3805.3158078,0.880797078,1
17,1.0185,3,4,1,1,2,0,1,0,1,0,5,0,01,30036,1954.3395215,0.6224593312,0
17,1.0464,6,1,4,1,2,0,2,1,0,1,0,0,01,30045,1383.2003831,0.880797078,1
17,1.0993,5,1,3,1,2,0,2,1,0,0,4,0,02,30055,841.62819109,0.6899744811,0
17,1.0129,6,3,1,1,2,0,1,0,0,0,3,0,01,30041,72.923088799,0.7502601056,1
17,1.0466,6,1,4,1,2,0,4,1,0,0,4,0,01,30006,409.52761255,0.6899744811,0
17,1.0993,5,1,3,1,2,0,2,1,0,0,5,0,01,30057,1601.8509076,0.6224593312,1
17,1.1653,2,3,4,1,1,1,4,0,0,0,3,1,01,30020,859.11309759,0.7502601056,1
17,1.0464,6,1,4,1,2,0,2,1,0,1,0,0,02,30028,4104.3582056,0.880797078,1
17,1.0183,6,1,2,1,1,1,1,1,0,0,4,0,02,30037,2693.8562017,0.6899744811,0
17,1.0997,5,1,3,1,2,0,4,1,0,0,2,0,02,30060,2236.0762314,0.8021838886,0
17,1.1495,2,1,3,1,2,0,1,1,0,0,5,1,02,30005,2976.2931858,0.6224593312,1
17,1.0710,5,1,4,1,1,1,4,1,0,1,0,0,02,30045,287.13841788,0.880797078,0
17,1.0197,3,1,1,1,1,1,4,1,0,0,4,0,01,30054,1058.4640008,0.6899744811,1
17,1.0384,3,4,2,1,2,0,1,0,1,1,0,0,01,30043,993.40759842,0.880797078,1
17,1.0981,5,1,3,1,1,1,3,1,0,0,4,0,02,30008,3239.6786929,0.6899744811,1
17,1.0917,4,2,3,1,2,0,2,0,1,0,1,0,01,30007,336.06422248,0.8455347349,0
17,1.0917,4,2,3,1,2,0,2,0,1,0,5,0,02,30013,379.90025203,0.6224593312,1
17,1.0628,4,1,2,2,2,0,3,1,0,0,2,0,02,30014,1126.0040398,0.8021838886,1
17,1.0206,6,1,4,1,2,0,5,1,0,0,5,0,01,30044,914.35291558,0.6224593312,1
17,1.0406,3,2,2,1,1,1,2,0,1,0,3,0,01,30001,1325.9292738,0.7502601056,1
17,1.1230,4,4,2,1,2,0,3,0,1,0,3,0,02,30057,5804.4941386,0.7502601056,1
17,1.0955,2,4,2,1,2,0,5,0,1,0,5,1,01,30007,211.63590922,0.6224593312,1
17,1.0065,3,1,1,2,1,1,1,1,0,1,0,0,01,30006,996.93466153,0.880797078,1
17,1.0680,5,1,2,2,2,0,3,1,0,0,4,0,01,30015,353.29359964,0.6899744811,1
17,1.3101,2,1,2,1,2,0,3,1,0,0,5,1,02,30015,307.7197763,0.6224593312,1
17,1.1072,1,1,2,1,1,1,2,1,0,1,0,1,01,30011,1064.3443204,0.880797078,1
17,1.0852,4,1,2,1,2,0,2,1,0,0,5,0,02,30001,213.5051253,0.6224593312,0
17,1.0126,6,1,2,1,1,1,5,1,0,0,4,0,01,30036,735.77239375,0.6899744811,0
17,1.0206,6,1,4,1,2,0,5,1,0,0,5,0,01,30057,4735.6689512,0.6224593312,1
17,1.0446,6,1,3,1,2,0,2,1,0,0,1,0,02,30024,963.57300422,0.8455347349,1
17,1.0921,4,1,3,1,2,0,4,1,0,1,0,0,01,30016,4654.0463186,0.880797078,1
17,1.0598,6,2,2,1,2,0,3,0,1,0,3,0,02,30060,3058.8173486,0.7502601056,1
17,1.0200,6,1,1,1,2,0,2,1,0,0,3,0,01,30042,526.25253873,0.7502601056,1
17,1.3341,2,1,3,1,2,0,3,1,0,1,0,1,01,30006,132.42967179,0.880797078,1
17,1.0993,5,1,3,1,2,0,2,1,0,0,5,0,02,30009,811.77441298,0.6224593312,0
17,1.0670,6,1,4,1,2,0,3,1,0,0,5,0,02,30054,1022.2479402,0.6224593312,1
17,1.0314,5,3,4,1,1,1,5,0,0,0,2,0,02,30040,1619.2491122,0.8021838886,0
17,1.0415,6,1,2,1,2,0,4,1,0,0,4,0,02,30034,689.33971133,0.6899744811,1
17,1.0596,3,1,2,1,2,0,4,1,0,0,5,0,02,30017,1953.6201364,0.6224593312,1
17,1.2378,2,1,4,1,1,1,3,1,0,0,4,1,02,30041,154.30440155,0.6899744811,1
17,1.0490,1,1,1,1,2,0,1,1,0,0,4,1,01,30056,2487.7342225,0.6899744811,1
17,1.1021,5,1,4,1,1,1,3,1,0,0,3,0,01,30042,908.67561854,0.7502601056,1
17,1.0630,5,1,2,1,1,1,2,1,0,0,1,0,02,30053,3074.4024703,0.8455347349,0
17,1.0201,6,1,1,1,2,0,4,1,0,0,3,0,01,30021,382.10652886,0.7502601056,1
17,1.0959,4,1,4,1,2,0,4,1,0,0,2,0,01,30023,170.4332994,0.8021838886,1
17,1.0267,6,2,2,1,2,0,1,0,1,0,3,0,01,30014,1996.3683587,0.7502601056,1
17,1.1021,5,1,4,1,1,1,3,1,0,0,3,0,02,30051,7590.5983031,0.7502601056,1
17,1.0208,4,1,3,2,2,0,5,1,0,0,5,0,01,30032,764.81168962,0.6224593312,1
17,1.1332,5,1,2,1,2,0,3,1,0,1,0,0,01,30058,1728.3593824,0.880797078,1
17,1.0317,6,1,4,1,1,1,2,1,0,0,3,0,01,30041,182.62312672,0.7502601056,0
17,1.0596,3,1,2,1,2,0,4,1,0,0,4,0,02,30059,1288.1628618,0.6899744811,0
17,1.0751,1,1,3,1,2,0,5,1,0,0,3,1,02,30024,303.60773282,0.7502601056,1
17,1.0137,6,1,1,1,1,1,2,1,0,0,5,0,02,30026,1947.2934422,0.6224593312,1
17,1.0596,3,1,2,1,2,0,4,1,0,0,5,0,02,30030,3299.7093959,0.6224593312,0
